p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,Class
(66.5360337254902+0j),(4.75339592021579-6.354120614218489j),(2.1288672703405074-3.601438301968824j),(1.784257609195976-2.8900959151813734j),(1.7853063347838223-0.3882888292695188j),(2.4259458823529405+6.036837696399289e-16j),(1.774850681892762+1.0858769993805566j),(1.7842576091959765+2.8900959151813734j),(3.478507428657952-3.2047016946477953j),(8.859280457115904+8.553390734780987j),(1.4475513085631277-0.2027980918685861j),(0.8388582038680501+0.1269243309429172j),(0.35468562381516455-0.3564771349850922j),(0.5892769910661453+0.2346823386861093j),(0.38112664097250054+0.1251632338584503j),(0.3674566025450641-0.47733627317493416j),(0.28438313741863597+0.3853530817308183j),(4.08272338159975+0.9702895143623159j),(0.9182497662355595-1.7186941243437284j),(2.1216008855888173-2.0803212093811796j),(1.0552349404806145+0.11664799590517483j),(0.9373758313190396+0.8688104934981209j),(0.35980761017934837+0.4292095265246749j),(0.5326037505605513+0.020600572147244534j),(0.09564315708326401-0.9463600160635284j),(0.1765103197942011+0.22113528513528963j),(0.22289530133525376-0.5571337787061603j),(1.0348613209533974-1.0450599488617578j),(-0.5666584760167668+0.06157118573843973j),(0.7764055727974348-0.8073398216842004j),(1.1906976204701585+0.13109563363859844j),(0.7293321443405715-0.07948724252002082j),(0.04571271950226491-0.01664215854654877j),(0.48532742704744897+0.29358713239471373j),(-0.09541658758987123-0.40411717381241624j),(-0.09035359478091864+0.024862544031568717j),(-0.0023206942655570884+0.29799232415908794j),(1.0707834846274769-0.4167561166811842j),(0.045712719502264826+0.016642158546548852j),(1.1906976204701587-0.13109563363859877j),(0.7764055727974339+0.8073398216842009j),(0.8527571545090215+1.1584599101144115j),(0.05677318830099182+0.17557209993470352j),(1.0707834846274769+0.4167561166811845j),(0.17651031979420131-0.22113528513528963j),(-0.08172671519419467-0.13539373400937715j),(-0.1564793553493341+0.007172353469816296j),(0.20898166640546761-0.43425405256990923j),(0.35980761017934826-0.4292095265246749j),(1.055234940480614-0.1166479959051747j),(1.5643965323479831+1.2913362432058206j),(1.326086903457122+1.8047881711575915j),(1.4899209972163758+0.06842043958954777j),(1.0348613209533974+1.045059948861757j),(0.1828784421570482-0.4271708550909825j),(0.367456602545064+0.47733627317493427j),(-0.09932950947886268+0.027221832586399403j),(0.5326037505605514-0.02060057214724409j),(0.17449495741045304-0.5694485053498466j),(1.4475513085631273+0.20279809186858666j),(2.781805406846387+5.179303451677645j),(3.4785074286579523+3.204701694647796j),(4.08272338159975-0.9702895143623163j),(0.42848007730782695+0.14446281702976266j),(-0.3204743080273802-0.49138802907757057j),(0.3811266409725003-0.12516323385845046j),(0.5892769910661452-0.23468233868610913j),(0.4508149531423158+0.11216079145129093j),(0.02107449860217081-1.3730325762924163j),(1.311235678951227-0.044167000681843094j),albania
(75.00693294117647+0j),(1.3248688364836332+1.5497099031444153j),(0.6767827067623748-0.5174147885032387j),(0.5905018423062186+0.5919373273301556j),(0.7480773932199223-0.003184337706449908j),(0.71796296926955-0.069977149270508j),(0.7350236341897134+0.6775919334391345j),(0.35442274509803817-0.6454592156862741j),(0.37493716375694164+0.7599183670779528j),(8.814637966233711-2.2694624337644966j),(0.4554442093248898+0.09798268425900492j),(0.4587979334396593-0.4259338525002971j),(0.46238630699908045+0.5506581517209362j),(0.18691684939165404-0.6623595662594088j),(0.3915080303342601-0.5005231747062482j),(0.14400985899493057+0.242796780232425j),(0.258687481844321-0.7429407643940664j),(0.2120994538993904-0.22154049350681243j),(0.5054026135889552-0.4810054311518185j),(0.5074086230477439-0.411725635182868j),(0.3529532914495199-0.8820916887348604j),(0.4434927380780731+0.0045693813053012955j),(0.1868818474638016+0.4033126380073322j),(0.5989094443811014-0.06696978988543179j),(0.2769541834660987-0.043347045369782844j),(0.18765684387560957-0.2256289362041336j),(0.5631395389530283-0.30879719896679686j),(0.5097257574379082-0.42217294262815874j),(0.46793680542866445+0.007728329703829848j),(0.29337209408212894-0.4280706306518445j),(0.3461514016705264+0.4287077043943732j),(0.040925214360193585+0.0013300057028381718j),(0.5481481693023916-0.08890698120821991j),(0.4236812722039801+0.05069934229304113j),(0.1830447200207929+0.05359878876002502j),(0.16683357062800047+0.08642530758107927j),(0.0218594403377817-0.40420695893765957j),(0.3063440832551706+0.244858485385568j),(0.4351682512848728+0.14451630700863122j),(0.598597413072712+0.3008333878573891j),(0.598597413072712-0.30083338785738944j),(0.46793680542866445-0.007728329703829917j),(0.4351682512848728-0.14451630700863122j),(0.3540507986525305-0.11454302489632773j),(0.5631395389530284+0.3087971989667968j),(0.27695418346609885+0.043347045369782594j),(0.598909444381101+0.06696978988543145j),(0.5481481693023916+0.08890698120822008j),(0.20073340148567553-0.32045463562892496j),(0.34615140167052616-0.4287077043943731j),(0.5074086230477431+0.4117256351828683j),(0.2933720940821287+0.42807063065184436j),(0.5097257574379084+0.422172942628159j),(0.2586874818443214+0.7429407643940658j),(0.08779116652863725-0.10855875122353467j),(0.18765684387560969+0.22562893620413382j),(0.39150803033426007+0.500523174706248j),(0.3157567202798966+0.6953054580632718j),(0.46238630699908045-0.5506581517209362j),(0.4554442093248896-0.0979826842590043j),(5.214121904027348-3.6185953342860646j),(2.377908373204775+0.40381128994246285j),(0.4324251770393541-0.5059327793211972j),(0.735023634189713-0.6775919334391343j),(0.7179629692695498+0.06997714927050815j),(0.3171526413249134+0.5011657006662067j),(0.7480773932199221+0.0031843377064497136j),(0.5905018423062187-0.5919373273301556j),(0.676782706762375+0.5174147885032389j),(1.3248688364836334-1.5497099031444153j),albania
(68.30322117647057+0j),(2.1760538158364846+1.5522288266265485j),(0.9803729411764702+1.0249807843137253j),(0.7917191785025366+0.4687669805565823j),(1.378550343914081-1.186286012634777j),(1.4657576989021446-0.5918406384805988j),(0.8870695386366207+0.3301448904962133j),(0.9803729411764704-1.0249807843137253j),(1.417674932909914-0.8784387814841315j),(9.015965718319482-1.395850611234707j),(0.17832839780259446-1.7797255825049039j),(0.6887373569165683+0.3794912449727243j),(0.4649972165333937+0.7531420469644932j),(0.6588771363654159+0.5107142101950792j),(0.45758813668234577+0.46975965753544446j),(0.3377601789266328+0.1962078395292175j),(0.5550967576800904+0.8091014854901816j),(0.9321443762705309+0.22331068932505854j),(1.1247362723346366-0.27262574371869386j),(0.3905272827316066+0.5460485063246994j),(0.7160314128346338-0.10595133852895211j),(0.21122282354381128+0.8169712730125048j),(0.43451068007844984+1.1059236619503343j),(0.5735451528248037+0.07014442345993974j),(0.5064373295771725-0.41840730812860877j),(0.10061604085067474+1.0405592188397748j),(0.15677410382428797+0.10779531896666295j),(0.6747120588059523-0.010557896861478788j),(1.0999607770354085+0.20752316779251512j),(0.8557339744526111+0.3725803861215391j),(0.8148377533973878+2.238690283557057j),(0.6870323541154415+0.17075183173687086j),(1.4064001661448229-0.05358485020501674j),(0.9591709327890456+0.8450115386879699j),(1.2618920779022622+0.5272092498279316j),(0.7482901869838308+0.9726516056970171j),(0.04775053882041072-0.3515187686131564j),(0.9591709327890459-0.84501153868797j),(0.6870323541154414-0.1707518317368708j),(0.7432313434625593+0.1283395988169395j),(0.8557339744526113-0.3725803861215388j),(0.7432313434625594-0.1283395988169394j),(1.0999607770354083-0.20752316779251512j),(0.16253668571502067-1.12392050177393j),(0.7482901869838308-0.9726516056970171j),(0.5064373295771722+0.4184073081286088j),(1.2618920779022622-0.5272092498279316j),(1.4064001661448229+0.053584850205016854j),(0.43451068007844995-1.1059236619503343j),(0.5394002206260615-0.2511883498326033j),(0.47752846876843985+0.20172474402773388j),(0.7278523628431636+0.8393702084659652j),(0.6747120588059522+0.010557896861478677j),(0.0014805619589391417-0.19718797078385386j),(0.55509675768009-0.8091014854901817j),(0.45758813668234555-0.4697596575354444j),(0.6588771363654158-0.510714210195079j),(0.5735451528248037-0.0701444234599396j),(0.6887373569165685-0.37949124497272424j),(0.7160314128346345+0.10595133852895194j),(6.419929465222799-2.9688383727018977j),(3.214140663926321-0.06145285390436683j),(1.1247362723346366+0.27262574371869386j),(0.9321443762705307-0.22331068932505854j),(1.4657576989021441+0.5918406384805986j),(0.34272582653478256+0.00480228224020976j),(1.378550343914081+1.1862860126347767j),(0.7917191785025366-0.4687669805565825j),(0.4649972165333937-0.7531420469644932j),(2.176053815836485-1.5522288266265485j),albania
(48.50140549019608+0j),(0.47654699568690173+0.45918211522017427j),(0.6601043852707076+0.7492184612098995j),(0.31977997311821293+0.0769606532818435j),(0.13560300896895894+0.08793474838135576j),(0.17449151504825244+0.1503359757164688j),(0.1955983319619495-0.1382932853678798j),(0.38926940110846253-0.5054679600020842j),(0.6601043852707076-0.7492184612098995j),(4.539174352673478-0.7041394948441357j),(1.1973292063707728-2.08584274438335j),(0.6366431150002749-0.09510224216357654j),(0.16594867622879605-0.4096801814334826j),(0.30095257119298136-0.06064710770662496j),(0.16120448044912455+0.1742953229024165j),(0.12138600483065648+0.14027417940910736j),(0.17813349199522024+0.07612389362133785j),(0.3005922652177769+0.26594133694138095j),(0.721863540494264+0.05613635832966013j),(0.9415709467711366+2.526827990497608j),(0.28781739781121374-0.2558233339441188j),(0.30005771721401375-0.07798802827974799j),(0.19315159282593053+0.0049194019994557164j),(0.032683556260579505-0.09731809817932094j),(0.10905508288209004-0.10878895609034986j),(0.11486735981201714+0.18701265551081236j),(0.25156215640005647+0.11592390456135386j),(0.21662091116926308+0.06600870856941478j),(0.18587226095963255+0.4987460471853138j),(0.5292119232687481+0.5731833144342662j),(0.16671137254902013+2.7755575615628914e-17j),(0.1594475960897047-0.15130202600329012j),(0.20875098039215678+0.02529764705882362j),(0.25497901957049635-0.10483764621205723j),(0.09742513420627774-0.08621099458552277j),(0.09831843137254948+0j),(0.12955562698140743+0.042078973291005115j),(0.20875098039215692-0.025297647058823605j),(0.2070111744357162-0.23302050077452563j),(0.09246350724084715-0.09966368368020949j),(0.5292119232687486-0.5731833144342661j),(0.20701117443571615+0.23302050077452569j),(0.16120702483210866+0.11538496021358054j),(0.2515621564000563-0.11592390456135385j),(0.11486735981201715-0.18701265551081225j),(0.09742513420627777+0.0862109945855229j),(0.2549790195704964+0.10483764621205734j),(0.08661709517191928-0.06289562734607382j),(0.065421658880705-0.0363657451258874j),(0.15944759608970466+0.15130202600328996j),(0.9415709467711363-2.5268279904976074j),(-0.1481113871390336+0.8481030592152738j),(0.33518206463495503+0.3011252726920066j),(0.2166209111692631-0.06600870856941488j),(0.05076995804451202+0.041862259929177525j),(0.08175579366580933-0.16496541696056166j),(0.1612044804491245-0.1742953229024165j),(0.30095257119298136+0.06064710770662486j),(0.15259561362578605+0.19679071303733833j),(0.30005771721401386+0.07798802827974799j),(4.295881931463464-1.8880109670904113j),(2.433521484002261-1.0168107669981146j),(0.3892694011084628+0.5054679600020844j),(0.1050062663709288-0.08587578937575478j),(0.17813349199522024-0.07612389362133785j),(0.12138600483065648-0.14027417940910736j),(0.2225402632209406+0.2893526428281555j),(0.1861324190246193-0.0459216451733926j),(0.16594867622879605+0.4096801814334826j),(0.6366431150002749+0.09510224216357666j),albania
(102.09593568627452+0j),(1.7601204156317072-0.8391608630681733j),(0.8713642915086596-0.03255684486959046j),(2.1555614339484155+1.1010067036139115j),(1.2312347514044957+0.06699030333770456j),(1.231234751404496-0.06699030333770478j),(2.0501897805894305-0.38680052486140154j),(0.5645501960784314+1.538087450980392j),(1.7601204156317072+0.8391608630681733j),(2.1041878661356446+2.1088348661508403j),(0.25926155983866656-1.2088306112537759j),(0.690446007149883+0.08285821527983027j),(0.6340867976390558-0.21374404736571528j),(0.4317154501170345-0.2655455571556672j),(0.9189992100679156+0.6764147673921821j),(0.31147261520791236-0.2764888265993699j),(0.22941120018844785+0.6190414219246058j),(0.8651260060504996+0.25844606095603495j),(0.2285674168371108-1.272362558428887j),(0.3240852146301769+0.20685348866440773j),(0.20578164792146827-0.480518578656046j),(0.23422415635307517-0.3172683488258638j),(0.4642312067023727+0.10535362046902376j),(0.09729577075848841-0.3610392918139456j),(0.5426457761508396+0.2854113169659788j),(0.456455665224061-0.5899924667769796j),(0.030244074615535077+0.021527436805947014j),(-0.05433540992922878-0.11998443455433966j),(0.3044157738458009-0.08470563412031587j),(0.2987060562786843+0.3796210089166173j),(0.3232643137254891+1.1102230246251565e-16j),(0.0918885329940709+0.22184403216002227j),(0.45679402969936533-0.16699238788123236j),(0.5197795146864493-0.521279532783814j),(0.14204421468143538+0.057139111735174705j),(0.08545333333333352-5.551115123125783e-17j),(-0.09913838677174538-0.17861409764272673j),(0.2504608834487705+0.3149163250080691j),(0.4291732827881932+0.14189759025107826j),(0.18546270484043917-0.16755340589841125j),(0.246480263075874+0.16690107031621887j),(-0.02940928370737749+0.059570770225263144j),(0.4291732827881932-0.14189759025107826j),(0.2504608834487705-0.3149163250080691j),(0.4564556652240612+0.5899924667769796j),(0.5426457761508396-0.2854113169659789j),(0.519779514686449+0.521279532783814j),(0.12825944856295174+0.08444732934601197j),(0.45679402969936533+0.16699238788123236j),(0.0855867605238485+0.285335052547953j),(0.2592615598386666+1.208830611253776j),(0.2987060562786845-0.37962100891661704j),(0.28457282289685837+0.48398257977305414j),(0.3797735568202887+0.13294358957490504j),(0.030244074615535077-0.021527436805947014j),(0.5952307993223418-0.4415749909628097j),(0.4317154501170346+0.26554555715566697j),(0.46423120670237283-0.1053536204690238j),(0.4762308071284085+0.10306037143077904j),(0.23422415635307492+0.31726834882586386j),(-0.4320457442647656-0.4225146586790562j),(1.3078207463300344+0.6607446147630283j),(0.34102817346588393+0.026032318606292723j),(2.0501897805894296+0.38680052486140215j),(0.6808728768362521-1.088984005727577j),(0.9189992100679159-0.6764147673921821j),(2.155561433948416-1.101006703613912j),(0.6340867976390557+0.21374404736571523j),(0.8713642915086595+0.03255684486959043j),(0.43846966319850544-0.5934959067168388j),albania
(64.53601019607842+0j),(1.1332558331056837-0.48871024969826j),(0.6015710870675575-1.0619283915338464j),(0.30060208786774295-0.09508292092666049j),(0.04987608485561068-0.17513583330338583j),(0.2517941030926537-0.19203575953180912j),(0.2386625219897892+0.14994767810582554j),(0.40257721116220835-1.0315602405631614j),(-0.21083829347001748-0.2533581674819099j),(3.891001082982956+1.664858921372372j),(3.0829372709886176-1.4203024538171534j),(-0.09869080588724433+0.05090948668032136j),(-0.3838119542489087-0.7364891644461518j),(-0.04144616877201905-0.1581169216269117j),(0.36143336377206786-0.092622210921385j),(0.22173064530312292-0.359082006626908j),(0.31097090054697635-0.703726041815198j),(1.6273267222276373+0.7530779063179673j),(0.7715712415439296-0.905921277457511j),(0.8738849231834718+1.6201612685588032j),(0.29176190955007575-1.5347404038653016j),(1.7452543738818487-0.23058482195878j),(0.5211342616281501-0.3003948600675442j),(0.2349703130279413-0.1564506382921761j),(0.09057597601017237+0.20134730957571262j),(0.5071010195634451+0.20098629059424533j),(0.023214709836147263-0.7595388898063687j),(0.4510471701615645+0.8753519654543958j),(0.3396013581467604-0.7307684352225842j),(0.5471385992436583-0.5091335071411456j),(0.8185521568627439-1.6653345369377348e-16j),(0.09711141970838252-0.11107749909914605j),(0.300887573141598+0.06944442441318205j),(0.2832732861739702+0.009608519669652926j),(0.11067852062640762-0.0447839165647079j),(0.19280325715947763+0.10093790091527449j),(-0.23139306333767587-0.03594586146371549j),(0.37842674779244667-0.07357069277178188j),(0.31144340844256374+0.06096855015045238j),(0.1261813755733442+0.0008300816431295877j),(0.4610248714115901+0.270308805799762j),(0.547138599243658+0.5091335071411456j),(0.4510471701615643-0.875351965454396j),(-0.16442934811961346-0.5055019082427609j),(0.5071010195634451-0.20098629059424522j),(0.09057597601017253-0.20134730957571256j),(0.2349703130279412+0.1564506382921762j),(0.3022151114190158+0.3754323538349717j),(0.5211342616281502+0.300394860067544j),(0.442171866645408+0.10440567632551703j),(3.0829372709886176+1.420302453817153j),(0.8738849231834718-1.6201612685588032j),(1.6273267222276377-0.7530779063179673j),(0.008605606426434459+0.4329807237327724j),(-0.2471228778856346-0.4173224642004516j),(0.017311220769763287+0.07861869278360967j),(0.022730560456796937-0.22948590306571132j),(-0.027361924270731974-0.36562052779713294j),(0.42451545959171944-1.0430616699938045j),(1.7452543738818487+0.23058482195878005j),(3.2514529484630215-1.144867650215584j),(2.1370840348050524-0.24129923355581884j),(0.1614118899384887-0.33169561890647464j),(0.4025772111622084+1.0315602405631614j),(0.31097090054697635+0.703726041815198j),(0.21266716728660598+0.197599988936204j),(0.36143336377206786+0.092622210921385j),(0.30060208786774284+0.09508292092666037j),(0.6015710870675574+1.0619283915338462j),(1.1332558331056837+0.48871024969826016j),albania
(54.65235254901961+0j),(2.086636725433709+1.1065782854047899j),(0.5605139754002058-0.37310278071886516j),(1.0803738873957838+0.7380446446639334j),(0.34086501059347085+0.22237529635898245j),(0.24669059200155263-0.14536496076769517j),(0.15640060309041254+0.7112019755003152j),(0.18299621234980834-0.32984228840328295j),(0.6706418499551644-0.05488165236447462j),(4.819434600135532-1.5376259863542188j),(0.7269680601059334+0.5455156618489843j),(0.742034926129876+0.05175522581100411j),(0.022119149600437815-0.43348513077709594j),(0.17711879219815568-0.07391335377130162j),(0.11871538332630242+0.2686779600421925j),(0.014291820805177585-0.050004394508012064j),(0.34694050118585773-0.5734808468678463j),(-0.0983003400779672-0.15503426331736325j),(0.3966050359046893+0.8363835230129544j),(1.7446142658584978-0.01877092351518095j),(0.10171693410706684-0.1745352520362537j),(0.09244887039948042+0.06546403971531142j),(0.2516685937750167-0.19669412038054598j),(0.3632331056614273-0.33155926726957446j),(0.1423781992196411+0.025203972133033756j),(0.08956362253053568+0.45960344188003377j),(0.5769363458493514+0.010451451034475229j),(0.3414295197477645+0.12626296315599564j),(0.6525772596417916+0.5301633071413895j),(0.5000763695927946+0.1450636256539586j),(0.09805507389753464+0.18401489916605965j),(0.15394146408655685+0.1891096761471186j),(0.08685623179193458+0.32530713784953214j),(0.04834775796253643-0.19848205842572297j),(0.16496528798847054-0.05745700728951905j),(0.20022156862745147+2.7755575615628914e-17j),(0.23204265735815374+0.2082126503181726j),(0.3060085888139422+0.4848448393053151j),(0.13305469627731695-0.4057537074315039j),(0.1539414640865565-0.18910967614711846j),(-0.12053838756600964+0.35066089810788237j),(0.13305469627731686+0.40575370743150396j),(0.2788060692801246-0.19311489054761966j),(0.3060085888139423-0.4848448393053149j),(0.5769363458493513-0.010451451034475173j),(0.11830689592301025+0.20404958634678078j),(0.3632331056614273+0.3315592672695741j),(0.0868562317919345-0.3253071378495322j),(0.09750074486595413+0.2206054053250352j),(0.10171693410706728+0.17453525203625375j),(1.7446142658584982+0.018770923515181545j),(-0.2635435685663163-0.2932192637755423j),(0.6525772596417916-0.5301633071413895j),(0.34694050118585773+0.5734808468678462j),(0.04601001285108741-0.4358059389365018j),(0.14237819921964087-0.025203972133033617j),(0.027960724074733212-0.18131589034914253j),(-0.1436806560018909-0.4212455778550571j),(0.7420349261298762-0.05175522581100414j),(0.7269680601059334-0.5455156618489844j),(2.606670131812777-4.678968347263588j),(2.0709751680595154-0.9194549546544166j),(0.0789901313956481-1.301942216492547j),(0.18299621234980856+0.329842288403283j),(0.24669059200155247+0.14536496076769517j),(0.19373326903420787-0.1398885163578133j),(0.34086501059347063-0.22237529635898257j),(1.080373887395784-0.7380446446639337j),(0.5605139754002058+0.37310278071886527j),(2.0866367254337095-1.10657828540479j),albania
(104.81185882352942+0j),(-0.9264992809615631-1.2780832333212566j),(2.175516579645674-1.6518704898472212j),(4.1221746643559545-4.139990060944504j),(0.7367781995066615-1.5093786506981837j),(1.3560109013740913-1.1535356235120857j),(3.9238784756141527+0.2436305984474148j),(3.210607740124065+0.5567413601220546j),(1.641906626419262+4.018845617813889j),(1.3668181337148875+1.780780848015715j),(4.322548743636393-9.081250729556201j),(1.6973446444054674+0.15176096589865473j),(4.170869265404493-5.120225639487377j),(0.456634215107087-1.0875837656287555j),(0.7035647460087561-0.20444945421997945j),(0.443631899068132+0.4074546832283149j),(1.61931500093998-0.8680510889519528j),(1.872375511955676+0.01751472792733172j),(2.970193332562888+5.408205066686251j),(3.4260531450669816+0.11422640705587236j),(4.350120466895724-1.9251748222016607j),(2.8105821955254946-3.7867621184407296j),(0.4726179680960141-1.1241465028647197j),(1.1870487086042625-0.7865093942793714j),(0.41776870573867314-0.8772689349354437j),(0.6741475920703373-0.006632671098761589j),(1.5805110654254404+0.4976527641990413j),(6.945721726743795-1.6433020170988724j),(6.2376316624462165+3.255966534513588j),(1.1059406707816373+0.379683873379856j),(5.533399215686273-1.3322676295501878e-15j),(-0.4995167144818279+0.5596400587407347j),(1.3635058154502175-2.3149536360215572j),(0.6139432617638442-0.8329099690138098j),(0.3206063414125262+0.21530851844006405j),(0.9667683272764409+0.3497070614069062j),(0.9029177193820108+0.21333329443129753j),(2.3388016287172597-0.3114518069416965j),(1.3635058154502175+2.3149536360215577j),(-0.21693601275063049-0.4283294657452471j),(4.756712867055993+0.5378598620541464j),(1.2751430939450197+2.3087869692166976j),(6.945721726743795+1.6433020170988728j),(2.33880162871726+0.31145180694169683j),(0.9667683272764416-0.349707061406906j),(0.6741475920703373+0.006632671098762227j),(0.6139432617638442+0.8329099690138095j),(1.187048708604262+0.7865093942793715j),(0.4619874978814913-0.8965384663137754j),(2.795223244372055+3.0307003950874467j),(3.980730223030365+4.9071825279567145j),(6.237631662446217-3.255966534513587j),(5.989332330433864+5.738765445916405j),(0.5038168834626222-0.4364775845556208j),(0.7051924292996687+0.42405003771062333j),(0.7035647460087558+0.20444945421998031j),(0.45663421510708635+1.0875837656287564j),(0.9794923730002363+1.2359906522710546j),(4.170869265404493+5.120225639487378j),(1.1354061502395996-1.4924811554131727j),(4.322548743636393+9.081250729556201j),(2.9701933325628884-5.408205066686252j),(2.6718036569696473-2.5689118215594196j),(3.5184618052877696+0.2466518246477532j),(3.9238784756141527-0.24363059844741458j),(1.3560109013740913+1.1535356235120857j),(0.5430097528321803+0.3848860505308407j),(4.1221746643559545+4.139990060944503j),(1.9916180804958112+0.5837700334186022j),(-0.22408797037998385-0.4948081094878023j),bosnia
(72.67721843137255+0j),(-0.5209677094965683-0.04335177500214943j),(4.878874944124251-3.107961423780059j),(0.39306013323075684+0.7445945317692746j),(1.1584733857838694-1.8304228377857015j),(1.7304113725490191-1.1796119636642288e-16j),(0.7383004481153046+0.35641368663193307j),(2.7815411764705877-2.6237643137254905j),(7.712908398962933+0.9886576817380522j),(-0.6824426343499779+9.203579382986632j),(3.9475440721279766-4.057962865102958j),(0.4597336147898905-0.15253818120744544j),(0.6077611370201927+0.1486056497849193j),(2.608091178393794-0.21592500264128844j),(0.6974409204906087+1.5371474099428983j),(0.14866761409575768-0.12198073299145129j),(2.0001099608952635-1.5058839816500698j),(-0.3028008457068737-0.7572605059615811j),(8.222655490343863+1.277918889624448j),(0.9110765535221537+3.847545572529445j),(3.3471753003310116-2.862564986984964j),(0.42045835953168686-0.34694388651002117j),(1.2382865574628839-0.5436129975780752j),(3.0685896110100863-1.428654035630857j),(0.42093520907352466-1.0343762547906796j),(0.6308747269564028+1.1314081239998393j),(0.7468876570469379-3.5348956448693274j),(2.3540781054080915+1.3539377179535526j),(3.147609010553913+0.20563656490498156j),(0.1170907377893699-0.016164251038103386j),(3.4109591370159507-0.8824866471689194j),(1.6771378651939126+2.4972657524599136j),(1.4208419201708855-0.8169946684578879j),(0.21542709243093405-0.038457322749787984j),(0.3744095709011592-0.7535340351495714j),(0.3744095709011596+0.7535340351495714j),(-0.018188921701212918+2.055093887573122j),(1.3704293932103686+0.4831777551792088j),(1.420841920170886+0.8169946684578878j),(0.868753103647496-0.039929030461469j),(3.4109591370159507+0.8824866471689194j),(0.3077784451184239-0.10251257333674454j),(1.9501152476055266-0.1339442939730784j),(0.23543288369858933-0.8101573955391528j),(0.6787376424921403+2.0232387584174134j),(0.08417047329112631+0.06735748594754981j),(0.42093520907352466+1.03437625479068j),(1.410611307942393+0.3312424274005844j),(1.6771378651939117-2.4972657524599136j),(-0.8629974670691076+0.01278895394196556j),(3.947544072127976+4.05796286510296j),(0.7078778197511788-1.522024476013109j),(8.222655490343863-1.2779188896244478j),(2.0001099608952635+1.5058839816500695j),(0.6308747269564026-1.1314081239998388j),(0.2535522600819049+0.8515174384234843j),(2.6080911783937935+0.2159250026412889j),(3.0685896110100863+1.4286540356308568j),(1.2382865574628839+0.5436129975780752j),(-0.4794443804166468-0.0909390710092043j),(9.594514787024483+14.934531401890919j),(7.712908398962933-0.988657681738052j),(-0.46939238422051544+0.7312513391684172j),(0.49581745498619734-0.35335627179115625j),(0.7383004481153046-0.35641368663193274j),(0.5770194673049172+1.3651286601591126j),(0.9876887872417367+0.25461023177294434j),(0.6077611370201923-0.14860564978491908j),(0.5417381846396103+1.5627134059627705j),(-0.6549321778804029-1.1429653033844016j),bosnia
