p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,Class
0.005838301,0,0,0.017557778,0.021058301,0.002993987,0.001870327,0.001029412,0.000833333,-0.005940131,0.006116078,0.00112366,0.022508758,0.156745229,0.12671634,0.028743922,-0.010570458,0.008337124,0.000833333,-0.006217908,0.007897124,0.001401438,0.022970065,0.103894248,0.087217908,0.076435163,0.111475163,0.008153595,0.000833333,-0.006969542,0.017630719,0.000277778,-9.42E-05,-0.200304837,0.009351634,0.069095163,0.341736601,0.011507059,0.000277778,-0.013329542,0.016336078,0,-0.000473856,-0.180394771,0.041764052,0.097213203,0.374191373,0.011507059,9.42E-05,-0.012047451,0.008887451,0,0.001584967,0.193525359,0.126133333,0.035425098,0.043684967,0.005231373,0.000282745,-0.006451634,0.007024706,0,0.003460261,0.175775686,0.164993072,0.035399216,0.014632941,0,0.000282745,-0.006741961,0.007024706,0,0,0.001212941,0.002051242,0.001220523,0.002058824,0,0.000282745,-0.006741961,croatia
0,0,0,0.01408732,0.026696471,0.003361046,0.001870327,0.001029412,0,0,0,0,0.002721176,0.158691373,0.067035033,0.072735686,-0.049162614,0.01331817,0,0,0,0,0.002443399,0.065274641,0.059516732,0.113939085,0.121074902,0.012288758,0,0,0,0,-0.000277778,-0.015428627,-0.007944967,0.337491242,0.366584967,0.001029412,0,0,0,0,-0.000751634,-0.021704314,-0.015962614,0.361807582,0.338242876,0.001029412,0,0,0,0,0.000277778,0.073905098,0.18096366,-0.027109542,0.031918039,0,0,0,0,0,0.001029412,0.07211098,0.211523399,-0.02400732,0.010668758,0,0,0,0,0,0,0.001490719,0.001490719,0.003462876,0,0,0,0,croatia
0,0,-0.000183529,0.009756078,0.02865634,0.004390458,0.008749935,0.000188497,0.002614379,0.001781046,9.42E-05,0.002438431,0.022546405,0.267243791,0.152447451,0.045878301,0.006584575,0.004035948,0,-0.000644837,0.000188497,0.002438431,0.022811634,0.174295033,0.110001438,0.059861176,0.12043098,0.006372549,0.000277778,-0.000277778,9.42E-05,0,-0.00130719,-0.211317386,0.027598039,0.134259739,0.399162876,0.005248889,0.000277778,0,0.000277778,0,-0.00243085,-0.219143922,0.035907451,0.178344706,0.411959608,0.004489673,0.000277778,0,0.000372026,0,0.00130719,0.061233203,0.123511895,-0.048359346,0.085182222,-0.000183529,0.000277778,-9.42E-05,9.42E-05,-9.42E-05,0.003643791,0.151707974,0.192924575,-0.018393987,0.015535425,9.42E-05,0,9.42E-05,0,0,0,0.001212941,0.001490719,0.00168183,0.000188497,-9.42E-05,0.000188497,0,croatia
-0.000858431,0.000188497,0.000935163,0.00670549,0.018176078,0.001584967,0.001584967,0,0.000935163,0.000188497,-0.001049542,0,0.003095817,0.136283922,0.054734641,0.075803137,-0.056386536,0.01117268,0.000935163,0.000372026,0.000642222,-0.000277778,0.002438431,0.076595556,0.03835817,0.087898431,0.091148497,0.010237516,0,0,0.000744052,0,0,-0.004660654,-0.016723268,0.265667582,0.35864902,0.002993987,0,0,9.42E-05,0,0.000183529,-0.011871503,-0.035053987,0.281827712,0.35105098,0.002993987,0,0,0.001034379,0,0.001768497,0.042187451,0.134175817,0.017128105,0.078683529,0,0,0,-0.000178562,0,0.002520131,0.066362876,0.23217098,-0.043723399,0.016460654,0.000183529,0,-0.001781046,-0.000550588,0,0.000935163,0.000840915,0.001862745,0.004308758,0.002433464,0.000277778,0,-0.002254902,croatia
-0.000935163,0,0.000555556,0.047207582,0.047235294,0.002984052,-0.001952026,0.000183529,0,0,0,0,0.001924575,0.229027059,0.148537255,0.042824444,-0.111438431,-8.93E-05,0,0,0,0.000935163,0.002018824,0.099055425,0.104641961,0.079633203,0.188775033,0.001584967,-0.000277778,0.000935163,0,0.000935163,-0.001686797,-0.148568758,0.040957908,0.201932418,0.434725882,0.004301176,0,0.000935163,0,0.000277778,-0.000277778,-0.130650065,0.034501046,0.230876732,0.438275425,0.004301176,0,0,0,0.000277778,0.002058824,0.083081961,0.141157516,-0.01646719,0.049305098,-0.000845882,0,0,0,0,0.002336601,0.113449935,0.196246536,-0.022323137,0.018315817,-0.000277778,0.000277778,0.00130719,0,0,0.00130719,0.000277778,0.000183529,0.005027712,0,0,0.000277778,0.00130719,croatia
0.000277778,0,0.001781046,0.018959216,0.039694771,0.005970458,0.017006797,0.000473856,0,0,0.001212941,0.000473856,0.012864444,0.267218693,0.15130366,0.033389412,0.022112418,0.00891281,0,0,0.000935163,0.000657386,0.008069281,0.15006183,0.088717908,0.041689804,0.145197516,0.010403529,-0.000751634,-0.000277778,0,0,-0.002993987,-0.190015163,0.027603007,0.099480915,0.385596993,0.005526667,0,0.000277778,0,0,-0.000277778,-0.184360131,0.039841569,0.12914915,0.41636,0.004395425,0,0.000277778,0,0,0.002058824,0.06035817,0.131576209,-0.042770065,0.069992157,9.42E-05,9.42E-05,-9.42E-05,0,0,0.003271765,0.120449542,0.202616471,-0.013840131,0.012261046,0,9.42E-05,0,0,0,0.000188497,0.001584967,0.000555556,0.001959608,0.000188497,0,0.000188497,0,croatia
0.005922614,0.026564837,0.005372026,0.023632157,0.014230588,0.025907451,-0.017242353,0.029697124,0.004166667,0.002046275,0.025522876,0.025175948,0.111826667,0.169590327,0.128098954,0.065743922,-0.035458301,0.016657908,-0.004064837,0.001036993,0.030428627,-0.005947712,0.038619085,-0.013852157,0.089215294,0.08990366,0.287699477,-0.002797908,-0.027058824,0.004738562,0.017941176,-0.006907974,-0.056568627,-0.192912288,-0.007373072,0.245997908,0.419974902,-0.048120915,0.051826275,0.024836601,9.42E-05,-0.019702092,0.059672941,-0.221228105,0.021895425,0.230166013,0.416244183,0.006265752,0.154166405,-0.020262614,-0.008758431,-0.003556863,0.05481451,0.104100915,0.060106144,0.045681046,0.131644052,0.015584706,0.081635817,-0.001022092,0.016283922,-0.002892157,0.013949673,0.264416993,0.087109804,0.000455163,0.028974118,0.002153072,0.02152732,0.012064444,0.002150458,0.005729542,0.009549542,0.011136863,0.001860131,0.002293987,0.018354771,-0.004960654,0.010672941,0.012530719,croatia
0.005637255,0.027033725,0.005372026,0.020134248,0.008602092,0.024037124,-0.014992418,0.029039739,0.005833333,0.001584967,0.026735817,0.02348915,0.118147582,0.157755294,0.125963399,0.06095634,-0.034011634,0.017226013,-0.003888889,0.000657386,0.029676993,-0.005575686,0.051136601,0.006210588,0.095322614,0.09106732,0.279508235,-0.002425882,-0.022859477,-0.00011817,0.014852941,-0.007843137,-0.056013072,-0.169974902,-0.006809935,0.236549673,0.414922092,-0.039607843,0.043415033,0.026605098,0.00130719,-0.019330065,0.054597647,-0.235178562,0.018435163,0.224431895,0.433051765,0.000759216,0.162656993,-0.015964052,-0.016041046,-0.002904444,0.051803007,0.073491373,0.049368235,0.064956209,0.17503281,0.016802614,0.092740784,-0.003462614,0.014319346,-0.002051242,0.014787974,0.27687085,0.076334248,0.002167059,0.027473464,0.003738039,0.02096915,0.01272183,0.004397778,0.007976863,0.00514915,0.011786667,0.003179869,-0.000404706,0.01826549,-0.004494379,0.010677908,0.012910327,croatia
0,0,0.000751634,0.016353333,0.03102915,-0.002140523,0.002361699,0.00140902,0,0,0,0,0.002917255,0.149555294,0.03225451,0.033473725,-0.046970719,0.01239817,0,0,0,0,0.001136209,0.047544967,-0.006578301,0.15243634,0.157323399,0.009776209,0,0,0,0,-0.001029412,-0.012528889,-0.027037516,0.31163281,0.318066928,0.001029412,0,0,0,0,0.000183529,-0.01346902,-0.039894379,0.328098431,0.295987974,0.001029412,0,0,0,0,0.00288719,0.039749281,0.126890458,0.023453203,0.058900654,0,0,0,0,0,0.00270366,0.062754379,0.194612549,-0.031460915,0.010554379,0,0,0,0,0,0,0.000461307,0.001768497,0.005211242,0,0,0,0,croatia
0.05594915,0.052092941,0.062457386,0.087131765,0.098250196,-0.01539098,-0.044325359,-0.039061046,-0.041640392,-0.028102222,0.058563529,0.058452941,0.067765229,0.198923007,0.091454118,-0.000529542,-0.08996,-0.05356732,-0.059102745,-0.035937778,0.109356601,0.072958954,0.062732549,0.108686405,0.018716863,0.086200915,0.085476078,-0.032858301,-0.049880654,-0.049585359,0.1493,0.084676993,0.027993987,0.00382732,-0.022078954,0.282819477,0.287966536,-0.007843137,-0.058974379,-0.091679216,0.148359869,0.082635686,0.022222222,-0.004211895,-0.02561451,0.299662092,0.255226405,-0.007843137,-0.059118824,-0.090662353,0.108241438,0.071369935,0.053387582,0.111330719,0.139956863,0.004608627,0.001199608,-0.050028889,-0.051781961,-0.040466013,0.05338183,0.032387712,0.107917778,0.145188105,0.206508889,-0.06360902,-0.098946013,-0.08838,-0.044144837,-0.024045621,0.026181176,0.026661176,0.108480915,0.112900261,0.094147059,-0.050572157,-0.103578954,-0.086881699,-0.04293451,-0.02273085,croatia
0.054306667,0.832743137,-0.362738039,0.333023137,0.120623137,0.000372026,0,0,0,0.000935163,0.043703268,0.716584575,-0.218869412,0.379422484,0.137986275,0.00130719,0,0,0,-9.42E-05,0.026989935,0.47110366,-0.169183137,0.085732288,0.026474641,0,0,0,0,-0.00130719,0.048175425,0.799810458,-0.357885098,0.423829542,0.163547059,0.00130719,0,0,0,0,0.033128758,0.513627843,-0.10346366,0.039360654,0.008210196,0,0,0,0,0,0.00130719,-9.42E-05,0.000372026,0,0,0,0,0,0,-0.001029412,0.001212941,0.000935163,0,0,0,0,0,0,0,-0.000277778,1.39E-17,0,0,0,0,0,0,0,0,0.000935163,grecee
0.124042353,0.767592549,-0.201269673,0.263896863,0.122279608,-0.017829412,-0.045637516,-0.054371765,-0.031033203,-0.023658693,0.120864837,0.690339739,-0.109073203,0.292261961,0.119836209,-0.009802745,-0.029021046,-0.046692026,-0.02523634,-0.030011111,0.101252026,0.434034771,-0.070180261,0.108493725,0.038607582,-0.018555948,-0.062792026,-0.071582876,-0.054421961,-0.029733333,0.174296471,0.733620523,-0.112993595,0.243619085,0.082319608,-0.010162222,-0.047299216,-0.054145621,-0.052236209,-0.029542222,0.13244366,0.467994248,-0.024200784,0.109818431,0.031156601,-0.010162222,-0.043288366,-0.053773595,-0.053265621,-0.043455033,0.078578431,0.067468758,0.062172288,0.070377516,0.051126536,-0.019307582,-0.043578693,-0.058712026,-0.048237908,-0.043829673,0.055976601,0.060736732,0.056380392,0.062722876,0.045530719,-0.016326144,-0.037231242,-0.048259477,-0.029537516,-0.028237647,0.036080784,0.038085621,0.103933464,0.097459085,0.077632418,-0.025193725,-0.054497516,-0.059506275,-0.033092026,-0.025712549,grecee
0.017167059,0.674115033,-0.259094379,0.264440131,0.097371242,0,0,0,0,0,0.015582092,0.598015948,-0.168098301,0.307425621,0.111360784,0.001490719,0,0,0,0,0.011097386,0.400006667,-0.138873595,0.069975425,0.020283007,0,0,0,0,0,0.016787451,0.657875556,-0.265923268,0.340898693,0.130472288,0.00130719,0,0,0,0,0.009978693,0.426021176,-0.077128497,0.033411503,0.001768497,0,0,0,0,0,0,-0.00130719,0.001956993,9.42E-05,0,0,0,0,0,0,0,0.000935163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grecee
0.183066928,0.44684915,-0.100017908,0.197515425,0.055467059,0.001768497,0.000277778,0,0,0,0.110921569,0.272084052,-0.060680915,0.05488902,0.011370196,0.000277778,0.000277778,0,0,0,0.173837255,0.426254248,-0.067484706,0.181104967,0.04996549,0.002046275,0,0,0,0,0.145778824,0.35344915,-0.041383268,0.094975033,0.027592157,0.001490719,0.000277778,0,0,0,0.011097386,0.040170327,0.00811098,0.002324052,0.001212941,0,0.000277778,0,0,0,-0.002792941,0.005129542,0,0,0,0,0,0,0,0,-0.005218824,0.002425882,0,0,0,0,0,0,0,0,-0.005680131,0.002425882,0,0,0,0,0,0,0,0,grecee
0.031055425,0.511019477,-0.34724549,0.294298301,0.118428235,0.007277647,-0.006449281,-0.015153203,-0.033905229,-0.032441699,0.010923791,0.362347059,-0.128659869,0.193304967,0.098755948,-0.001875294,-0.013069542,-0.021011895,-0.024186797,-0.033084183,0.030449935,0.328474248,-0.145633464,0.198340261,0.076923007,-0.006146405,-0.007850719,-0.019989804,-0.013647582,-0.019719608,0.038486536,0.504547974,-0.337078301,0.361354379,0.173714379,0.001490719,-0.009547451,-0.01644549,-0.016986144,-0.02390902,0.028502876,0.305795425,-0.063107059,0.037797255,-0.00839634,-0.006808758,-0.019037386,-0.022606797,-0.001776078,-0.013456471,0.028668889,0.032327843,0.041555163,0.03284366,0.013518301,-0.004673203,-0.008589804,-0.019243399,-0.015130719,-0.025883529,0.029871895,0.037452418,0.041334248,0.031724967,0.013518301,-0.007188366,-0.01447098,-0.018593595,-0.025667582,-0.026344837,0.020840654,0.025695033,0.052374771,0.037417647,0.014996471,0.009800392,0.000262876,-0.033255425,0.019300261,-0.030281307,grecee
0.012427059,0.498799477,-0.394395948,0.239124444,0.183416601,0.050050196,0.024370327,0.023157386,0.003921569,0.035294118,0.013456471,0.446678562,-0.245328366,0.28147268,0.235480654,0.014656863,0.038288105,0.00610732,0.006813725,0.009366536,0.018868758,0.265102222,-0.173648889,0.045066797,0.047125621,-0.002614379,0.005608366,0.017405752,-0.01011817,0.027205882,-0.001674248,0.503571895,-0.415440261,0.308539085,0.268718562,0.007009804,0.026143791,0.01736549,0.014567582,0.000372026,0.013930327,0.358184837,-0.152850588,0.013138693,0.050886144,0.019607843,0.005228758,0.024742353,0.01008549,-0.007654641,0.026528366,0.019778824,0.026813725,0.074043529,-0.012136732,0.025302876,0.021287059,0.020163399,0.019235817,-0.006163922,0.037635686,-0.006253203,0.035579477,0.040522876,0.01522,0.015408497,0.02745098,0.02745098,-0.006907974,-0.011020654,0.006352418,0.012320261,0.025866013,-0.010179739,0.008966797,0.041552288,0.050506536,0.030437386,0.002242353,0.022594248,grecee
0.268975294,0.759763791,0.011647974,0.386920131,0.001771111,0.005888497,0.01103817,-0.007384183,-0.012528627,-0.005238693,0.220651634,0.627370719,0.005112026,0.334707582,0.00550915,0.010923791,0.001418954,0.004578954,-0.015998824,-0.013724314,0.18669451,0.460536732,-0.024670588,0.10464183,0.009971373,0.016894248,0.03136,0.00122549,-0.016980915,-0.011955817,0.280846797,0.752942484,0.00779817,0.410977908,0.011834118,0.032657255,0.032106667,-0.004442092,-0.010613595,-0.018035425,0.20546902,0.502235163,-0.029971111,0.019866013,0.033218039,0.047991634,-0.001118693,-0.004526405,-0.009489935,-0.012806667,0.034460784,0.01511817,-0.005623268,0.010725359,0.034537778,0.042023791,-0.000451373,-0.003705621,-0.011553725,-0.009619216,0.022033725,0.011375163,-0.001602484,0.027815686,0.036420392,0.021113464,0.004412941,-0.000357124,-0.002041307,-0.002242353,0.019419346,0.008500523,-0.001413987,0.017179608,0.024477124,0.023653725,0.00609451,0.001418954,0.000578039,-0.00260183,grecee
0.116487712,0.719749935,-0.221761307,0.307308627,0.089334379,0.000277778,0,0,0,-9.42E-05,0.09982719,0.602704052,-0.128858431,0.319088497,0.092239085,0.000277778,0,0,0,0.000657386,0.068008235,0.412813333,-0.101394641,0.078477124,0.01860732,0,0,0,0,0.000935163,0.114081961,0.699601438,-0.220147451,0.373726928,0.121426144,0.001584967,0,0,0,0,0.083297386,0.454198693,-0.065279477,0.036420654,0.008299477,0,0,0,0,0,0.015224967,-0.000183529,0.00270366,0.001584967,0,9.42E-05,0,0.000935163,0.000935163,0.000935163,0.007292549,0,9.42E-05,0,0,9.42E-05,0,0.000935163,0.000840915,0.000840915,0.007766405,0,0,0,0,0,0,0,0,0,grecee
0.012761699,0.495229804,-0.137347843,0.209188366,0.003531373,0.025248627,-0.004633203,0.008170196,0.017253725,-0.006253203,0.021088627,0.440489542,-0.078569281,0.200625359,0.003697386,0.036618824,-0.021254641,0.033141046,0.015869804,-0.006719477,0.051181438,0.369614902,-0.104864837,-0.036788366,0.004986275,0.052654641,0.070238693,0.014317255,0.012310327,0.057900915,0.083766928,0.539230458,-0.247633203,0.233235948,0.088781438,0.068757908,0.067150458,-0.041758301,0.046565752,0.07221817,0.028641438,0.267948758,-0.046897124,0.033126144,0.081829804,0.051615948,-0.045295294,0.029326275,0.086865098,0.037229281,-0.002359085,-0.01718719,0.017755033,0.028785621,0.074058431,0.015658824,-0.010368235,0.055051111,0.086222614,-0.008331895,-0.002815425,0.031484314,0.02064719,0.05259281,0.002284706,-0.001401438,0.017849281,0.075021046,0.021418693,-0.030360654,-0.026138824,0.024658039,0.005268758,0.030283922,0.001763529,0.00580183,0.031243922,0.055036209,-0.011325882,0.003906667,grecee
0.012761699,0.495229804,-0.137347843,0.209188366,0.003531373,0.025248627,-0.004633203,0.008170196,0.017253725,-0.006253203,0.021088627,0.440489542,-0.078569281,0.200625359,0.003697386,0.036618824,-0.021254641,0.033141046,0.015869804,-0.006719477,0.051181438,0.369614902,-0.104864837,-0.036788366,0.004986275,0.052654641,0.070238693,0.014317255,0.012310327,0.057900915,0.083766928,0.539230458,-0.247633203,0.233235948,0.088781438,0.068757908,0.067150458,-0.041758301,0.046565752,0.07221817,0.028641438,0.267948758,-0.046897124,0.033126144,0.081829804,0.051615948,-0.045295294,0.029326275,0.086865098,0.037229281,-0.002359085,-0.01718719,0.017755033,0.028785621,0.074058431,0.015658824,-0.010368235,0.055051111,0.086222614,-0.008331895,-0.002815425,0.031484314,0.02064719,0.05259281,0.002284706,-0.001401438,0.017849281,0.075021046,0.021418693,-0.030360654,-0.026138824,0.024658039,0.005268758,0.030283922,0.001763529,0.00580183,0.031243922,0.055036209,-0.011325882,0.003906667,grecee
-0.000421569,0.003281699,-0.000654771,0.030387451,0.040552288,0.0032,0.008703922,-0.000195817,-0.006749281,-0.004316078,-0.001917255,-0.006265752,0.157444967,0.111671503,0.03320549,0.034904837,0.004293595,-0.027984052,-0.002256993,-0.004311111,-0.005665229,-0.009239608,0.170873987,-0.026416601,0.273956209,0.001515686,0.14144183,-0.059135948,0.001763791,-0.004772418,0.001158431,-0.005221176,0.025491242,0.266085621,0.458659085,-0.082955425,0.004891765,0.001875556,-0.002802876,-0.004782353,0.002001699,-0.002616993,0.024739608,0.56158732,0.223452418,0.064439346,-0.380178954,0.012777124,-0.000577778,-0.002440784,0.003507582,-0.000927582,-0.000575425,0.48603817,0.493154771,0.032208758,-0.28148183,0.010261961,0.001468497,0.001091503,0.002297255,0.002063791,-0.004033333,0.11762915,0.487211503,-0.037945098,-0.006233333,0.00326183,0.002688758,0.004358039,-0.004434771,0.003832288,0.000657386,0.012940261,0.117487974,0.018129935,0.005152026,0.001488366,0.006791242,0.009306405,kosovo
-0.005574542,0,0.002425882,0.04129816,0.03243816,0.002754922,0.005690065,0.011387712,0.00130719,0.006484034,-0.004665049,0.015202484,0.172939869,0.071267451,0.004673203,0.029097778,0.020140915,-0.046175556,0.004105098,0.005711157,-0.005711157,0.016231895,0.179842876,-0.027974118,0.209839216,-0.003814379,0.102781176,-0.012399608,0.004105098,0.005711157,-0.005711157,0.002331634,0.053814641,0.199734248,0.35842549,-0.060993072,-0.029526667,0.009143007,0.001212941,0.005711157,-0.005711157,0.002609412,0.059956078,0.383844706,0.120773203,0.008661569,-0.246675948,0.014247451,0,0.005711157,-0.005711157,0.000277778,0.002609412,0.345658824,0.359437386,-0.026257516,-0.194331895,0.01285098,0,0.005711157,-0.004665049,0,0.004377908,0.093764052,0.340154641,-0.002425882,0.001029412,0.002237386,0,0.005711157,-0.005574542,0,0.000277778,0.016015948,0.056117045,0.006235686,0.000649804,0,0,0.006484034,kosovo
0,0.001212941,0.002520131,0.04684549,0.041988758,9.42E-05,0.007743922,0.011943268,0,0,0,0.002892157,0.169172941,0.089484052,0.033962092,0.032833464,0.011571242,-0.081368105,0.011387712,0,0,0.002892157,0.170108105,0.014081569,0.36479817,0.011283399,0.105981438,-0.047113333,0.010452549,0,0,0.00158,0.104151111,0.299421438,0.508192549,-0.137217908,-0.02079098,0.017616078,0,0,0,0.004095163,0.168989804,0.565694379,0.133635686,0.008885359,-0.360623922,0.020684444,0,0,0,0.002515163,0.063908497,0.453878431,0.392254902,-0.026573203,-0.255909412,0.018263529,0,0,0,0,0.005308105,0.272580392,0.438088366,0.001024444,0.002515163,0.003633856,0,0,0,0,0.001396471,0.05887817,0.07870915,0.019002614,0.001118693,0,0,0,kosovo
-0.000515817,0.003276732,0.00288719,0.039718954,0.043913333,0.005419869,0.008887451,0.001585229,-0.009926797,-0.003842222,-0.001917255,-0.006074641,0.168534771,0.108318039,0.034790458,0.031638039,0.013520654,-0.046445752,-0.002073464,-0.004311111,-0.005563399,-0.008312026,0.174599477,-0.040683922,0.289419216,-0.014309412,0.14144183,-0.051297778,0.000828627,-0.003747974,0.001530458,-0.005784314,0.027822876,0.278465359,0.463133856,-0.071309804,-0.009561699,0.003182745,-0.00270366,-0.003475163,0.001627059,-0.002894771,0.024739608,0.562420654,0.213771373,0.065285229,-0.392476993,0.013806536,-0.000577778,-0.003375948,0.003981438,-0.000649804,-0.001225229,0.484641699,0.495764183,0.033515948,-0.279244444,0.011197124,0.000533333,6.21E-05,0.001550588,0.003080654,-0.00366366,0.116326928,0.489820915,-0.038875294,-0.004829281,0.003078301,0.003710588,0.003713203,-0.004166928,0.003743007,0.001212941,0.013875425,0.122706797,0.018779739,0.003281699,0.004008497,0.004367974,0.011839085,kosovo
-0.001495686,0.007374248,0.095184052,0.052466144,0.06308732,0.047388497,-0.017660784,0.015601961,0.044050327,0.053587582,0.013927712,0.219403922,0.118718431,0.085838039,0.061795033,0.070168889,0.013448889,0.036507059,-0.013771242,0.001312157,0.017206797,0.232396471,-0.005553856,0.054272026,0.149440784,0.007877908,0.053314248,0.119197255,-0.018164052,0.033193333,0.00700719,0.021597255,0.011211503,0.134801046,0.367936471,-0.20471451,0.001746275,0.004960915,0.016725621,0.02160719,-0.021691503,0.015986536,0.019930327,0.414997386,0.22645281,0.026498562,-0.130234771,0.004851765,-0.003366013,-0.017112549,0.000379608,-0.003738039,0.029470196,0.363044967,0.347041307,-0.047262092,-0.075960654,0.00066732,0.011129804,0.010383137,0.007113987,-0.024506928,0.047488105,0.07444732,0.264767974,0.006694641,-0.017340654,0.00337098,0.029460261,0.015532549,0.001406405,-0.023477516,0.030201961,0.079580261,0.027557386,0.005313072,0.000940131,-0.026550588,0.048165359,0.06574915,kosovo
0.081187451,0.083712549,0.034515425,0.088305882,0.004526667,-0.010095425,0.146753072,0.009222484,0.050328366,0.030397778,0.053875294,0.10335281,0.064543268,0.065890196,0.014735686,0.053758431,0.15700719,0.00013451,0.038228627,0.036849412,0.016651242,0.099426275,0.061078039,0.007771503,0.245843399,-0.087292549,0.089680784,0.094197516,-0.002549935,0.050787059,-0.007481046,0.067440915,0.076545621,0.237015948,0.169297778,-0.167286275,-0.135883268,0.093646928,-0.029559477,0.068373464,0.005888497,0.030211895,0.067556732,0.372343268,0.118606667,0.073584575,-0.09098366,0.128834248,-0.020949804,0.075487451,0.058178824,-0.007386797,0.083504183,0.394582614,0.109009412,0.124760654,-0.046013464,0.138361569,0.005144444,0.070531503,0.102427582,-0.044710065,0.102122353,0.317942745,-0.110713856,0.03515085,0.067800784,0.116074902,0.03517281,0.053691765,0.117389673,-0.07099281,0.096893595,0.112571503,-0.052252941,0.070521569,0.102896471,0.086426144,0.048081046,0.042748105,kosovo
0,0.001212941,0.002520131,0.045910327,0.040681569,0.00130719,0.00653098,0.010636078,0,0,0,0.004105098,0.150976471,0.091909935,0.03162549,0.030782222,0.001401438,-0.074742876,0.015770588,0,0,0.004105098,0.152005882,0.006798954,0.367881438,0.003544444,0.097681961,-0.056070196,0.01567634,0,0,0.002515163,0.101730196,0.302670719,0.500369281,-0.134424967,-0.020880261,0.017898824,0,0,0,0.005030327,0.148211111,0.543993072,0.123284706,0.009820523,-0.38792366,0.020962222,0,0,0,0.002515163,0.041916863,0.46162,0.411441046,-0.041936993,-0.216777908,0.01509098,0,0,0,0,0.005491634,0.237184575,0.421404837,0.011362876,0.003633856,0.003633856,0,0,0,0,0.001396471,0.043415163,0.06203817,0.01369451,9.42E-05,0,0,0,kosovo
0.006754248,0.00355451,0.00027281,0.038600261,0.037754379,0.004578954,0.011415163,-0.000473595,-0.007778693,-0.004866667,0.009544837,-0.008406275,0.169008627,0.103183529,0.034790458,0.029031242,0.005412288,-0.040388627,0.001009804,-0.004494641,0.00422183,-0.010375817,0.176469804,-0.034986536,0.291986536,-0.006761307,0.135466405,-0.063241046,0.004006144,-0.004400392,0.009269412,-0.006062092,0.034249673,0.28582732,0.468816601,-0.088630588,-0.004444706,0.002999216,-0.004293595,-0.004316078,0.009271765,-0.004201961,0.033775817,0.551149673,0.196165229,0.066967059,-0.388654641,0.012871373,-0.0003,-0.003013595,0.011340784,-0.000461307,8.20E-05,0.473836993,0.491959346,0.020004967,-0.242541438,0.009698824,0.000349804,0.000997255,0.009939346,0.002341569,-0.004033333,0.121831111,0.474186928,-0.01819085,-0.002693725,0.003822353,0.003155033,0.004268758,0.005717516,0.001128627,0.000848497,0.015361176,0.099321307,0.02009451,0.001513203,0.003462876,0.003797255,0.008190327,kosovo
0.112875163,0.08949451,-0.011690327,0.049226797,0.056707843,0.008803137,-0.041336732,0.029549542,0.054889804,0.039649935,0.034693987,0.061718431,0.130378954,0.059986797,0.046245359,0.05232,0.029618954,-0.044833987,0.043767582,0.04956183,0.032920523,-0.005156993,0.16142183,0.038481569,0.113311765,0.044576471,0.09505281,-0.078641961,-0.006540915,0.025156732,0.093510327,0.007208235,0.024501961,0.300056078,0.251381569,-0.189625621,0.046185882,0.034766013,-0.00962915,2.78E-17,0.119044052,0.072287712,-0.038526275,0.452462222,0.314224183,-0.088905752,-0.166640915,0.050370327,0.029562092,-0.011129804,0.112686667,0.119790719,-0.038432026,0.296342353,0.409675294,-0.04060915,-0.151422222,0.036546797,0.045630327,0.026275425,0.077151765,0.121474902,0.021041699,0.010233856,0.273428366,0.033969804,0.010966144,-0.03113451,0.042358562,0.048343922,0.041616863,0.109690327,0.062465098,-0.038084837,0.029598693,0.040007059,0.028148105,0.00524366,-0.023472549,0.026930196,kosovo
-0.021987059,0.031814118,0.024700131,0.107174902,0.035331242,-0.000474118,-0.038370196,0.036300915,0.055670719,-0.001776078,-0.024132549,0.139422222,0.125579216,0.152519739,0.068159739,0.053577386,-0.064166667,0.029928889,0.053249804,0.016373203,-0.03069098,0.189531895,0.155498039,0.105614641,-0.026674902,0.114844444,0.032689281,0.163624314,0.013431373,0.01983085,-0.011221699,0.067626405,0.026570065,0.038071765,0.142214248,-0.006584967,0.018409412,0.111031634,0.04650549,0.010105098,0.022735817,0.05866,0.021788105,0.312619608,0.158959085,0.243272941,-0.071778301,0.064359739,0.05744915,-0.001213203,0.057536601,0.084947974,0.04996366,0.293584967,0.160345621,0.257989281,0.019898693,0.008259477,0.05520183,-0.00055817,0.044437255,0.093741176,0.031814118,0.020391242,0.119456993,0.013920523,0.067773072,-0.067083791,0.085798039,0.027693856,-0.000746928,0.031062484,0.030499346,0.031719869,0.087388497,0.013282614,0.074666144,-0.022544967,0.09113098,0.047529935,kosovo
